id,code_diff,gold_review,sys1 review,sys2 review,sys3 review,choice
559,"@@ -52,6 +52,8 @@ var Server = function(requestHandler) {
    *     with the server host when it has fully started.
    */
   this.start = function(opt_port) {
+    assert(typeof opt_port !== 'function',
+           ""start invoked with function, not port (mocha callback)?"");
     var port = opt_port || portprober.findFreePort('localhost');
     return promise.when(port, function(port) {
       return promise.checkedNodeCall(",Maybe it would simpler to ignore opt_port if type !== 'number'?,`typeof opt_port === 'function'`,I think this should be `typeof opt_port === 'function'`.,"I think this should be `assert.ok(typeof opt_port === 'function', 'start invoked with function, not port (mocha callback)?');`",
7003,"@@ -378,6 +378,8 @@ class Engine(object):
         :param filename: file basename to find
         :type filename: str
         """"""
+        if not filename:
+            return None
         filename = os.path.expanduser(filename)
         if os.path.exists(filename):
             return filename","This may change """" into None. Better return filename.",`if not filename or not filename.startswith('/'):`,`if not filename: return None`,`if not filename or not filename.startswith('/')`,
908,"@@ -28,7 +28,6 @@ import (
 	fakeclientset ""k8s.io/client-go/kubernetes/fake""
 	certutil ""k8s.io/client-go/util/cert""
 	""k8s.io/client-go/util/keyutil""
-
 	fakeaggregatorclientset ""k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset/fake""
 )
 ",Remove this line by accident?,nit: remove empty line,@deads2k @deads2k @smarterclayton @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @smarterclayton @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @deads2k @smarterclayton,nit: remove empty line,
8492,"@@ -10,7 +10,11 @@ declare(strict_types=1);
 namespace Ergonode\Product\Infrastructure\Provider\Strategy;
 
 use Ergonode\Attribute\Domain\Entity\AbstractAttribute;
-use Ergonode\Attribute\Infrastructure\Provider\AttributeValueConstraintStrategyInterface;
+use Ergonode\Attribute\Infrastructure\Provider\ContextAwareAttributeValueConstraintStrategyInterface;
+use Ergonode\EventSourcing\Infrastructure\Manager\EventStoreManagerInterface;
+use Ergonode\Product\Application\Validator\NotTheSameProduct;
+use Ergonode\Product\Domain\Entity\AbstractProduct;
+use Ergonode\SharedKernel\Domain\AggregateId;
 use Symfony\Component\Validator\Constraint;
 use Symfony\Component\Validator\Constraints\Collection;
 use Ergonode\Product\Application\Validator\ProductExists;",adding this constrain for null AggreagateId is redundant,Why do we need EventStoreManagerInterface here?,Why do we need this `ContextAwareAttributeValueConstraintStrategyInterface`?,Missing `use` statement.,
5261,"@@ -825,6 +825,11 @@ void roots_seat_set_focus(struct roots_seat *seat, struct roots_view *view) {
 	view_activate(view, true);
 	seat->has_focus = true;
 
+	// We want to unconditionally send keyboard input to the view we are
+	// focusing here, so cancel any existing grabs.
+	struct wlr_seat_keyboard_grab *curr_grab = seat->seat->keyboard_state.grab;
+	curr_grab->interface->cancel(curr_grab);
+
 	struct wlr_keyboard *keyboard = wlr_seat_get_keyboard(seat->seat);
 	if (keyboard != NULL) {
 		wlr_seat_keyboard_notify_enter(seat->seat, view->wlr_surface,",probably better to use `wlr_seat_keyboard_end_grab()`.,Should this be `curr_grab->interface->activate(curr_grab);`?,I don't think this is the right place to cancel the grab. It should be in `wlr_seat_keyboard_notify_exit`.,I don't think this is the right place to cancel the grab. I think it should be in `wlr_seat_keyboard_notify_exit`.,
596,"@@ -34,6 +34,15 @@ import appModules
 import watchdog
 import extensionPoints
 from fileUtils import getFileVersionInfo
+import shlobj
+from functools import wraps
+
+# Path to the native system32 directory.
+nativeSys32: str = shlobj.SHGetFolderPath(None, shlobj.CSIDL.SYSTEM)
+# Path to the syswow64 directory if it exists on the current system.
+Syswow64Sys32: str = shlobj.SHGetFolderPath(None, shlobj.CSIDL.SYSTEMX86)
+# Do we have separate system32 directories for 32 and 64-bit processes?
+hasSeparateSyswow64: bool = nativeSys32 != Syswow64Sys32
 
 #Dictionary of processID:appModule paires used to hold the currently running modules
 runningTable={}",Could we have this initialization as part of the initialize method?,nit: `hasSeparateSyswow64: bool = nativeSys32 != Syswow64Sys32`,`hasSeparateSyswow64` -> `isSeparateSyswow64`,`hasSeparateSyswow64` -> `isSeparateSyswow64`,
7089,"@@ -79,6 +79,7 @@ class Newsletter extends BaseAction implements EventSubscriberInterface
             $nl->setEmail($event->getEmail())
                 ->setFirstname($event->getFirstname())
                 ->setLastname($event->getLastname())
+                ->setUnsubscribed(0)
                 ->setLocale($event->getLocale())
                 ->save();
 ",->setUnsubscribed(false) would be better :),Shouldn't this be `$event->getUnsubscribed()`?,Why not `->setUnsubscribed(false)`?,Shouldn't this be `$event->getUnsubscribed()`?,
4710,"@@ -277,6 +277,7 @@ class YamlConfig(QObject):
             self._mark_changed()
 
         self._migrate_bool(settings, 'tabs.favicons.show', 'always', 'never')
+        self._migrate_bool(settings, 'scrolling.bar', 'when_searching', 'never')
         self._migrate_bool(settings, 'qt.force_software_rendering',
                            'software-opengl', 'none')
 ","It's been a while, but I just noticed this was wrong: It migrated `True` to `when-searching` (so people with `scrolling.bar = True` suddenly didn't have scrollbars anymore) and `False` to never. Instead, it should migrate `True` to `always` (no behavior change) and `False` to `when-searching` (so people notice the new feature). I fixed this in cc0f5fc6d400e12833ba729049e31d16cf836d53.",`when_searching` -> `scrollbar_searching`,Shouldn't this be `scrolling.bar.show`?,Shouldn't this be `always`?,
7423,"@@ -431,7 +431,7 @@ static void set_client_priority() {
 #ifdef __linux__
     char buf[1024];
     snprintf(buf, sizeof(buf), ""ionice -c 3 -p %d"", getpid());
-    system(buf);
+    if (!system(buf)) {}
 #endif
 }
 ",What's the purpose of this change? It basically changes nothing until we want to put smth between curly braces,"`system(buf)` will return 0 on success, so this should be `if (!system(buf)) {`",Shouldn't this be `if (!system(...)) {`?,"This should be `system(buf, 0);`",
9918,"@@ -7,6 +7,7 @@ import torch.nn as nn
 from mmcv.utils import print_log
 
 from mmdet.core import auto_fp16
+from mmdet.utils import get_root_logger
 
 
 class BaseDetector(nn.Module, metaclass=ABCMeta):",Merge this line with Line7,from mmdet.utils import get_root_logger,"`from mmdet.utils import get_root_logger, print_log`",`get_root_logger` is not used.,
9286,"@@ -142,6 +142,9 @@ func (mh *MessageHandle) OnRegister(connection conn.Connection) {
 
 	if _, ok := mh.KeepaliveChannel[nodeID]; !ok {
 		mh.KeepaliveChannel[nodeID] = make(chan struct{}, 1)
+	} else {
+		klog.Warningf(""Node %v/%v has not yet exit, OnRegister failed"", projectID, nodeID)
+		return
 	}
 
 	io := &hubio.JSONIO{Connection: connection}",has not yet exit?,"`klog.Warningf(""Node %v/%v has not yet exit, OnRegister failed"", projectID, nodeID)`",I don't think this should be a warning. It should be an error.,I don't think this should be a warning. It should be an error.,
6410,"@@ -87,7 +87,7 @@ public class ImagesManageActivity extends BaseActivity {
     private static final int REQUEST_UNSELECT_IMAGE_AFTER_LOGIN = 4;
     public static final int REQUEST_EDIT_IMAGE = 1000;
     private static final int REQUEST_CHOOSE_IMAGE = 1001;
-    private static final List<ProductImageField> TYPE_IMAGE = Arrays.asList(ProductImageField.FRONT, ProductImageField.INGREDIENTS, ProductImageField.NUTRITION);
+    private static final List<ProductImageField> TYPE_IMAGE = Arrays.asList(ProductImageField.FRONT, ProductImageField.INGREDIENTS, ProductImageField.NUTRITION, ProductImageField.PACKAGING);
     private ActivityFullScreenImageBinding binding;
     private OpenFoodAPIClient client;
     private File lastViewedImage;","I would rename the field to IMAGE_TYPES and make it an array. I don't think we need list operations. Also, if possible, I would move the field to the ApiFields class. What do you think?",Would it make sense to have a constant for `ProductImageField.PACKAGING`?,Shouldn't this be `PRODUCT_IMAGE_FIELD_PACKAGING`?,why do we need to add packaging here?,
8278,"@@ -22,6 +22,7 @@ import (
 
 	cloudkms ""cloud.google.com/go/kms/apiv1""
 	""gocloud.dev/gcp""
+	""gocloud.dev/internal/secrets""
 	""google.golang.org/api/option""
 	kmspb ""google.golang.org/genproto/googleapis/cloud/kms/v1""
 )",`localsecrets` should be updated in the same way.,This import should be grouped with other gcp imports.,This import should be grouped with the other `gocloud.dev` imports.,Remove empty line.,
8440,"@@ -0,0 +1,7 @@
+package com.fsck.k9.mail.internet;
+
+public class UnsupportedContentTransferEncodingException extends Exception {
+    public UnsupportedContentTransferEncodingException(String encoding) {
+        super(""Unsupported encoding: ""+encoding);
+    }
+}",Why not make this a subclass of `MessagingException` so we don't need to change all `throws` clause?,`Unsupported content transfer encoding: `,Should this be `UnsupportedCharsetException`?,Missing license header.,
3514,"@@ -182,7 +182,8 @@ func TestSerialiseBlockWitness(t *testing.T) {
 	if err := bwb.WriteTo(&b); err != nil {
 		t.Errorf(""Could not make block witness: %v"", err)
 	}
-	expected := common.FromHex(""0xa76862616c616e6365730065636f64657300666861736865731822646b65797300666e6f6e63657300697374727563747572650b6676616c75657300582023181a62d35fe01562158be610f84e047f99f5e74d896da21682d925964ece3a0601024704010402040304"")
+
+	expected := common.FromHex(""0xa76862616c616e6365730065636f64657300666861736865731822646b65797300666e6f6e63657300697374727563747572650b6676616c756573005820858f70a4b1e6aa71a7edc574d2ca946495a038aa37ce13dc7b7ed15661a6ff2f0601024704010402040304"")
 	if !bytes.Equal(expected, b.Bytes()) {
 		t.Errorf(""Expected %x, got: %x"", expected, b.Bytes())
 	}",Why did this value change?,Why was this test changed? Was it failing before?,Why did you remove the `2023181a62d35fe01562158be610f84e047f99f5e74d896da21682d925964ece3a`?,Why did this change?,
3686,"@@ -447,11 +447,11 @@ func (node *Node) setupStorageMining(ctx context.Context) error {
 		PoStProofType: postProofType,
 		SealProofType: sealProofType,
 		Miner:         minerAddr,
-		WorkerThreads: 1,
+		WorkerThreads: 2,
 		Paths: []fs.PathConfig{
 			{
 				Path:   sectorDir,
-				Cache:  false,
+				Cache:  true,
 				Weight: 1,
 			},
 		},",Sectorbuilder behaves differently depending on whether it's given 1 or more threads. It won't seal if only given 1.,Why do we need to change the worker threads?,Why do we need to change this?,Shouldn't this be `WorkerThreads: 3`?,
9830,"@@ -0,0 +1,10 @@
+package mux
+
+import (
+	""net/http""
+	""net/http/pprof""
+)
+
+func pprofHandlers(httpMux *http.ServeMux) {
+	httpMux.HandleFunc(""/debug/pprof/"", pprof.Index)
+}","let's just fold this inline in mux.go, no need for the indirection to this new file",Should this be `/debug/pprof/`?,Should this be `/debug/pprof/`?,This should be `/debug/pprof/`,
7405,"@@ -243,6 +243,12 @@ class TestLambdaBaseFeatures(unittest.TestCase):
         lambda_client.delete_function(FunctionName=lambda_name)
 
     def test_add_lambda_permission(self):
+        function_name = 'lambda_func-{}'.format(short_uid())
+        testutil.create_lambda_function(
+            handler_file=TEST_LAMBDA_ECHO_FILE,
+            func_name=function_name,
+            runtime=LAMBDA_RUNTIME_PYTHON36
+        )
         iam_client = aws_stack.connect_to_service('iam')
         lambda_client = aws_stack.connect_to_service('lambda')
 ",Can we add an assertion here the policy actually contains both statements created above?,Why do we need to create a lambda function here?,"`testutil.create_lambda_function(handler_file=TEST_LAMBDA_ECHO_FILE, func_name=function_name, runtime=LAMBDA_RUNTIME_PYTHON36)`","Nit: Can we use `testutil.create_lambda_function(handler_file=TEST_LAMBDA_ECHO_FILE, func_name=function_name)` instead?",
3530,"@@ -0,0 +1,18 @@
+package mock
+
+import (
+	""context""
+
+	""github.com/influxdata/flux/dependencies/influxdb""
+)
+
+type MockProvider struct {
+	influxdb.UnimplementedProvider
+	WriterForFn func(ctx context.Context, conf influxdb.Config) (influxdb.Writer, error)
+}
+
+var _ influxdb.Provider = &MockProvider{}
+
+func (m MockProvider) WriterFor(ctx context.Context, conf influxdb.Config) (influxdb.Writer, error) {
+	return m.WriterForFn(ctx, conf)
+}",Can you rename this and the file `InfluxDBProvider` and `influxdb_provider.go` respectively?,Why is this a `MockProvider` and not just a `Provider`?,Does this need to be exported?,nit: `MockProvider` is unused (from `structcheck`),
4282,"@@ -13,6 +13,7 @@ package proxy
 
 import (
 	""crypto/tls""
+	""github.com/mholt/caddy/caddyhttp/httpserver""
 	""io""
 	""net""
 	""net/http""",I feel like goimports would move this import line by the other non-std packages... can you double-check that? Run goimports or set up your editor to run it on save. :+1:,File is not `goimports`-ed (from `goimports`),File is not `goimports`-ed (from `goimports`),This should be `github.com/mholt/caddy/caddyhttp`,
7451,"@@ -578,6 +578,7 @@ func (e *MutableStateImpl) GetActivityScheduledEvent(
 		e.executionState.RunId,
 		ai.ScheduledEventBatchId,
 		ai.ScheduleId,
+		ai.Version,
 		currentBranchToken,
 	)
 	if err != nil {",@wxing1292 to double check this is the right version to use?,Should this be `ai.RunId`?,I think this should be `ai.Version.String()`,Do we need to pass in `ai.Version` here?,
8310,"@@ -9,7 +9,7 @@ import 'webcomponents';
     function onKeyDown(e) {
         // Don't submit form on enter
         // Real (non-emulator) Tizen does nothing on Space
-        if (e.keyCode === 13 || e.keyCode === 32) {
+        if (e.keyCode === 13 || (e.keyCode === 32 && browser.tizen)) {
             e.preventDefault();
 
             if (!this.checked) {",Add `browser` import,Why do we need to check `browser.tizen` here?,`(e.keyCode === 13 || (e.keyCode === 32 && browser.tizen))` is enough.,Why do we need to check browser.tizen here?,
803,"@@ -23,6 +23,7 @@ import (
 const (
 	kbfsRepoDir         = "".kbfs_git""
 	kbfsConfigName      = ""kbfs_config""
+	kbfsConfigNameTemp  = ""._kbfs_config""
 	gitSuffixToIgnore   = "".git""
 	kbfsDeletedReposDir = "".kbfs_deleted_repos""
 )",I'm not sure this naming is a good idea; that's the format for macOS xattr metadata files on unsupported filesystems.,I think this should be `.kbfs_config`?,Why is this temp?,Should this be `.kbfs_config` instead of `.kbfs_config`?,
8427,"@@ -109,6 +109,18 @@ namespace Datadog.Trace.AppSec
 
         internal SecuritySettings Settings => _settings;
 
+        private static void TagSpan(Span span)
+        {
+            // we should only tag service entry span, the first span opened for a
+            // service. For WAF it's safe to assume we always have service entry spans
+            // we'll need to revisit this for RASP.
+            if (span != null)
+            {
+                span.SetMetric(Tags.AppSecEnabled, 1.0);
+                span.SetTag(Tags.RuntimeFamily, TracerConstants.Language);
+            }
+        }
+
         /// <summary>
         /// Frees resouces
         /// </summary>",`Tags.AppSecEnabled` should probably move to `Metrics.AppSecEnabled` I guess?,I don't think it's safe to assume we always have a service entry span. For WAF it's safe to assume we always have a service entry span,I don't think it's safe to assume we always have service entry spans.,I don't think we should be tagging a service entry span if it's not a service span. We should be tagging a span if it's a service span.,
2284,"@@ -464,11 +464,9 @@ func TestNodeCacheGCReal(t *testing.T) {
 
 	childNode1 = nil
 	runtime.GC()
-	_ = <-finalizerChan
+	<-finalizerChan
 
-	if len(ncs.nodes) != 2 {
-		t.Errorf(""Expected %d nodes, got %d"", 2, len(ncs.nodes))
-	}
+	require.Len(t, ncs.nodes, 1)
 
 	// Make sure childNode2 isn't GCed until after this point.
 	func(interface{}) {}(childNode2)",Fixed the test; @strib want to validate that this is okay? Seems to be consistent new GC behavior.,"`require.Len(t, ncs.nodes, 2)`","`require.Len(t, ncs.nodes, 2)`","`require.Len(t, ncs.nodes, 2)`",
4599,"@@ -0,0 +1,5 @@
+// Licensed to the .NET Foundation under one or more agreements.
+// The .NET Foundation licenses this file to you under the MIT license.
+// See the LICENSE file in the project root for more information.
+
+// [assembly: BenchmarkDotNet.Attributes.AspNetCoreBenchmark]",this file can be removed,This file should be removed.,Do we need this file?,Should this be `BenchmarkDotNet.Attributes.AspNetCore`?,
5874,"@@ -120,6 +120,10 @@ func TestEnvironmentConfig(t *testing.T) {
 	additionalLocalRoutesJSON := `[""1.2.3.4/22"",""5.6.7.8/32""]`
 	os.Setenv(""ECS_AWSVPC_ADDITIONAL_LOCAL_ROUTES"", additionalLocalRoutesJSON)
 	defer os.Unsetenv(""ECS_AWSVPC_ADDITIONAL_LOCAL_ROUTES"")
+	os.Setenv(""ECS_ENABLE_CONTAINER_METADATA"", ""true"")
+	os.Setenv(""ECS_HOST_DATA_DIR"", ""/etc/ecs/"")
+	defer os.Unsetenv(""ECS_ENABLE_CONTAINER_METADATA"")
+	defer os.Unsetenv(""ECS_HOST_DATA_DIR"")
 
 	conf, err := environmentConfig()
 	assert.NoError(t, err)",This is not checked below?,"Should this be `defer os.Unsetenv(""ECS_ENABLE_CONTAINER_METADATA"")`?","Should this be `defer os.Unsetenv(""ECS_ENABLE_CONTAINER_METADATA"")`?",I think this should be `/var/lib/ecs`,
8925,"@@ -250,8 +250,15 @@ func (s *nodeServer) attest(
 	attestedData *common.AttestedData, attestedBefore bool) (
 	response *nodeattestor.AttestResponse, err error) {
 
-	// TODO: Pick the right node attestor [#222]
-	nodeAttestor := s.catalog.NodeAttestors()[0]
+	// Pick the right node attestor
+	var nodeAttestor nodeattestor.NodeAttestor
+	for _, a := range s.catalog.NodeAttestors() {
+		mp := s.catalog.Find(a)
+		if mp.Config.PluginName == attestedData.Type {
+			nodeAttestor = a
+			break
+		}
+	}
 
 	attestRequest := &nodeattestor.AttestRequest{
 		AttestedData:   attestedData,",Shouldn't we consider the situation where it doesn't find a plugin?,Why not `mp := s.catalog.Find(a)`?,Why not just use `mp.Config.PluginName`?,Why not use `mp.Config.PluginName` directly?,
8943,"@@ -263,6 +263,13 @@ namespace MvvmCross.Droid.Support.V4
 			{
 				((Android.Support.V4.App.Fragment)fragInfo.CachedFragment).Arguments.Clear();
 				((Android.Support.V4.App.Fragment)fragInfo.CachedFragment).Arguments.PutAll(bundle);
+
+                var childViewModelCache = Mvx.GetSingleton<IMvxChildViewModelCache>();
+                if (childViewModelCache.Exists(fragInfo.CachedFragment.ViewModel.GetType()))
+                {
+                    fragInfo.CachedFragment.ViewModel = childViewModelCache.Get(fragInfo.CachedFragment.ViewModel.GetType());
+                    childViewModelCache.Remove(fragInfo.CachedFragment.ViewModel.GetType());
+                }
 			}
 			else
 			{",Throw `fragInfo.CachedFragment.ViewModel.GetType()` into a variable so it's not evaluated each time.,nit: you can use `GetOrAdd` here,Shouldn't this be `GetOrAdd`?,Shouldn't this be `GetSingleton<IMvxChildViewModelCache>();`?,
10166,"@@ -32,7 +32,9 @@ public class NashornScriptInterpreter implements ScriptInterpreter {
 
     @Override
     public void runScript(String scriptContent, Consumer<Exception> errorCallback) {
-        nashornEngineFactory.createEngine().eval(scriptContent, errorCallback);
+        final NashornEngine engine = nashornEngineFactory.createEngine();
+        engine.eval(""var tr = Packages.org.phoenicis.configuration.localisation.Localisation.tr;"", errorCallback);
+        engine.eval(scriptContent, errorCallback);
     }
 
     @Override",This code should be executed in NashornEngineFactory,"Shouldn't this be `engine.eval(scriptContent, errorCallback);`?","Shouldn't this be `engine.eval(scriptContent, errorCallback);`?","Shouldn't this be `engine.eval(scriptContent, errorCallback);`?",
4941,"@@ -63,11 +63,11 @@ func NewDriverSub() *driverSub {
 	return ds
 }
 
-func (s *driverSub) ReceiveBatch(ctx context.Context) ([]*driver.Message, error) {
+func (s *driverSub) ReceiveBatch(ctx context.Context, maxMessages int) ([]*driver.Message, error) {
 	for {
 		select {
 		case <-s.sem:
-			ms := s.grabQueue()
+			ms := s.grabQueue(maxMessages)
 			if len(ms) != 0 {
 				return ms, nil
 			}",This loop is going to burn CPU if len(s.q) == 0. Maybe a small sleep?,`maxMessages` is unused (from `structcheck`),`maxMessages` is unused (from `structcheck`),`maxMessages` is unused (from `structcheck`),
454,"@@ -21,6 +21,8 @@ namespace AutoRest.Go.TemplateModels
         // (null or empty if the model is not paged).
         public string NextLink;
 
+        public bool PreparerNeeded;
+
         public ModelTemplateModel(CompositeType source)
         {
             this.LoadFrom(source);",Should we default to `true` ?,">PreparerNeeded [](start = 28, length = 17) I don't see this used anywhere?",">PreparerNeeded [](start = 29, length = 19) I don't think we need this anymore, right?",`PreparerNeeded` is not a very descriptive name. Maybe `IsPreparerNeeded`?,
2695,"@@ -36,3 +36,4 @@ ACTIVATE_SALT = 'activate'
 PASSWORD_RESET_SALT = 'reset'
 MAX_LINK_AGE = 60 * 60 * 24 # 24 hours
 CODE_EXP_MINUTES = 10
+TOKEN_EXP_DEFAULT = {'days': 90}",should also be alphabetized or at least grouped and alphabetized within group,I think it would be better to use `DEFAULT_TOKEN_EXP_DAYS` here.,`TOKEN_EXP_DEFAULT` -> `TOKEN_EXP_DAYS`?,This should be `TOKEN_EXP_DAYS`,
5569,"@@ -9,7 +9,7 @@ use Shopsys\FrameworkBundle\Model\Product\Product;
 class UnitRepository
 {
     /**
-     * @var \Doctrine\ORM\EntityRepository
+     * @var \Doctrine\ORM\EntityManagerInterface
      */
     protected $em;
 ",hmmm in docblock of contructor it is EntityManagerInterface....maybe it should be that way.... :confused:,This should be `\Doctrine\ORM\EntityManagerInterface`.,This should be reverted.,should be `\Doctrine\ORM\EntityManagerInterface`,
331,"@@ -8,7 +8,8 @@
 var ip = {},
     net = require('net'),
     extIP = require('external-ip'),
-    plugins = require('../../../plugins/pluginManager.js');
+    plugins = require('../../../plugins/pluginManager.js'),
+    offlineMode = plugins.getConfig(""api"").offline_mode;
 
 /**
  * Function to get the hostname/ip address/url to access dashboard","Here would be the same case you don't need to call `loadConfigs`, but you would need to reread configs using `getConfig` on each getHost function call, not once per file.","`offlineMode = plugins.getConfig(""api"").offline_mode || false;`",`offlineMode` is not a very descriptive name. How about `apiOfflineMode`?,`offlineMode` is not used in this file.,
3281,"@@ -33,7 +33,7 @@ export default Controller.extend(SettingsSaveMixin, {
     }),
 
     iconImageSource: computed('model.icon', function () {
-        return this.get('model.icon') || '';
+        return this.get('model.icon') || '/favicon.ico';
     }),
 
     coverImageSource: computed('model.cover', function () {","So I haven't tested this - but since the icon location is just directly dumped into the img _src_ attribute, won't this cause issues with Ghost blogs in a subdirectory? If I'm misunderstanding what the purpose of the default is then let me know  ",This should be `/favicon.ico/favicon.ico`,Shouldn't it be `favicon.ico` instead of `/favicon.ico`?,This should be `favicon.ico/favicon.ico`,
1054,"@@ -8469,8 +8469,13 @@ defaultdict(<class 'list'>, {'col..., 'col...})]
                 'For argument ""inplace"" expected type bool, received type {}.'
                 .format(type(inplace).__name__))
 
-        sdf = self._sdf.filter(expr)
-        internal = self._internal.copy(sdf=sdf)
+        data_columns = [label[0] for label in self._internal.column_labels]
+        sdf = self._sdf.select(self._internal.index_scols
+                               + [scol.alias(col) for scol, col
+                                  in zip(self._internal.column_scols, data_columns)]) \
+            .filter(expr)
+        internal = self._internal.copy(sdf=sdf,
+                                       column_scols=[scol_for(sdf, col) for col in data_columns])
 
         if inplace:
             self._internal = internal","If we support multi-index column later, we need to rename to fit the pandas' requirement.","`self._internal.index_scols + [scol.alias(col) for scol, col in zip(self._internal.column_scols, data_columns)])`","`sdf.select(self._internal.index_scols + [scol.alias(col) for scol, col in zip(self._internal.column_scols, data_columns)])`","`self._internal.index_scols + [scol.alias(col) for scol, col in zip(self._internal.column_scols, data_columns)]`",
7429,"@@ -56,3 +56,19 @@ func Example() {
 	cfg := snapshot.Value.(MyConfig)
 	_ = cfg
 }
+
+func Example_openVariable() {
+	// OpenVariable creates a *runtimevar.Variable from a URL.
+	// This example watches a variable based on a file-based blob.Bucket with JSON.
+	ctx := context.Background()
+	v, err := runtimevar.OpenVariable(ctx, ""etcd://myvarname?client=my.etcd.server:9999"")
+	if err != nil {
+		log.Fatal(err)
+	}
+
+	snapshot, err := v.Watch(ctx)
+	if err != nil {
+		log.Fatal(err)
+	}
+	_, _ = snapshot, err
+}",Remove the handling here as well.,nit: `Example_watchVariable` would be a better name.,Shouldn't this be `v.Watch(ctx)`?,Why do we need this example?,
6990,"@@ -140,7 +140,8 @@ func TestBuild(t *testing.T) {
 		for _, t := range tests {
 			switch t {
 			case ""atomic.go"":
-				// Not supported due to unaligned atomic accesses.
+				// Requires GCC 11.2.0 or above for interface comparison.
+				// https://github.com/gcc-mirror/gcc/commit/f30dd607669212de135dec1f1d8a93b8954c327c
 
 			case ""reflect.go"":
 				// Reflect tests do not work due to type code issues.",Sidenote: some day we'll drop the avr-gcc and avr-libc dependencies so that this case becomes supported.,`atomic.go` and `reflect.go` are not compatible with GCC 11.2.0 and above.,How about `Requires GCC 11.2.0 or above for interface comparison.`,I'm not sure if this is the right fix. I think it should be `atomic.NewInt32(0)`.,
2216,"@@ -4,7 +4,13 @@
   <div class=""text-box"">
 
     <% if @purchaseable.video_available?(@video) %>
-      <%= render 'watch_video', video: @video, purchase: @purchase %>
+      <div class=""purchase-return-link"">
+        <%=link_to ""Back"", purchase_path(@purchase)%>
+      </div>
+
+      <h3 class=""video-headline"">Watch or Download Video</h3>
+
+      <%= render 'watch_video', video: @video %>
     <% else %>
       <p>This video is not yet available. It will be released on <%= @purchaseable.video_available_on(@video).to_s(:simple) %></p>
     <% end %>",Space after `=`.,This should be `watch_video_return_link`,`Watch or Download Video` -> `Watch or Download Video`,This should be `watch_video_return_link`,
4474,"@@ -219,6 +219,8 @@ describe('Formulas general', () => {
   });
 
   it('should recalculate table after changing cell value (by reference)', () => {
+    let sourceDataReference = null;
+
     const afterChange = jasmine.createSpy();
     const hot = handsontable({
       data: getDataSimpleExampleFormulas(),",Should we even fix this test? IMO it should be refactored to check that values are recalculated after `setSourceDataAtCell` and `setSourceDataAtRowProp` calls. This will be the correct way to alter the data since now and we're not testing this use case.,Why do we need this?,`let sourceDataReference = {};`,`let sourceDataReference = null;`,
3575,"@@ -25,13 +25,18 @@ import (
 	api ""google.golang.org/api/compute/v1""
 )
 
+type platformPkgManagerTuple struct {
+	platform   string
+	pkgManager string
+}
+
 const (
 	packageInstalledString    = ""package is installed""
 	packageNotInstalledString = ""package is not installed""
 )
 
 var (
-	pkgManagers = []string{""apt"", ""yum""}
+	tuples = []platformPkgManagerTuple{{""debian"", ""apt""}, {""centos"", ""yum""}, {""rhel"", ""yum""}}
 )
 
 // vf is the the vertificationFunction that is used in each testSetup during assertion of test case.","I don't see pkgManager used anywhere, is there a reason we need this?",`platformPkgManagerTuple` is unused (from `deadcode`),nit: `platformPkgManagerTuple` is unused (from `deadcode`),nit: `platformPkgManagerTuple` is unused (from `deadcode`),
9660,"@@ -1103,6 +1103,10 @@ func TestApplyEnv_Image_HealthCheck(t *testing.T) {
 	}
 }
 
+func TestApplyEnv_Platform(t *testing.T) {
+	// TODO: Add test for platform in the next PR
+}
+
 func TestApplyEnv_Entrypoint(t *testing.T) {
 	testCases := map[string]struct {
 		inSvc  func(svc *LoadBalancedWebService)",Can we remove this   ?,What is the plan for this TODO?,Please create an issue for this and link it here.,Can you create an issue for this?,
7929,"@@ -20,8 +20,8 @@ CREATE_PROJECT_TABLE = """"""
         `project_number` bigint(20) NOT NULL,
         `project_id` varchar(255) NOT NULL,
         `project_name` varchar(255) DEFAULT NULL,
-        `lifecycle_state` enum('ACTIVE','DELETE_REQUESTED',
-            'DELETE_IN_PROGRESS','DELETED') DEFAULT NULL,
+        `lifecycle_state` enum('LIFECYCLE_STATE_UNSPECIFIED','ACTIVE',
+            'DELETE_REQUESTED','DELETED') NOT NULL,
         `parent_type` varchar(255) DEFAULT NULL,
         `parent_id` varchar(255) DEFAULT NULL,
         `raw_project` json DEFAULT NULL,",nit: It might be worth defining these elsewhere as a python-type?,Shouldn't this be `LIFECYCLE_STATE_ACTIVE`?,`LIFECYCLE_STATE_UNSPECIFIED` -> `LIFECYCLE_STATE_ACTIVE`,`LIFECYCLE_STATE_UNSPECIFIED` -> `LIFECYCLE_STATE_ACTIVE`,
3374,"@@ -37,6 +37,8 @@ type DiskBlockCacheMetadata struct {
 	TriggeredPrefetch bool `codec:""HasPrefetched""`
 	// whether the block's triggered prefetches are complete
 	FinishedPrefetch bool
+	// the last tag with which the block was marked
+	Tag string
 }
 
 // lruEntry is an entry for sorting LRU times",Wouldn't it be more space efficient to make this a `byte` enum or bitfield?,"Should this be a `codec:""Tag""`?","Should this be a `codec:""Tag""`?",Should this be a `map[string]struct{}`?,
