index,code_change,review,relevance,informativeness,correctness
5529,"@@ -1,7 +1,7 @@
 # -*- coding: UTF-8 -*-
 #core.py
 #A part of NonVisual Desktop Access (NVDA)
-#Copyright (C) 2006-2016 NV Access Limited, Aleksey Sadovoy, Christopher Toth, Joseph Lee, Peter Vágner
+#Copyright (C) 2006-2016 NV Access Limited, Aleksey Sadovoy, Christopher Toth, Joseph Lee, Peter Vágner, Derek Riemer
 #This file is covered by the GNU General Public License.
 #See the file COPYING for more details.
 ",Shouldn't this be `if len(parts) == 3`?,,,
6591,"@@ -22,10 +22,19 @@ class Pool
      */
     protected $providers = array();
 
+    /**
+     * @var array
+     */
     protected $contexts = array();
 
+    /**
+     * @var DownloadStrategyInterface[]
+     */
     protected $downloadSecurities = array();
 
+    /**
+     * @var string
+     */
     protected $defaultContext;
 
     /**","This part confuses me as well. I think the indices don't map to the image above, as we have an extra dimension for the `h` and `w`, so users might think that it relates to the `p0` above (which is not actually the case)",,,
1092,"@@ -47,9 +47,10 @@ class DateRange implements FilterEncoder, FacetBuilder
      * Parses the given date range from a GET parameter and returns a Solr
      * date range filter.
      *
-     * @param string $rangeFilter The range filter query string from the query URL
+     * @param string $dateRange
      * @param array $configuration Facet configuration
      * @return string Lucene query language filter to be used for querying Solr
+     * @internal param string $rangeFilter The range filter query string from the query URL
      */
     public function decodeFilter($dateRange, array $configuration = array())
     {",Please add back the description of the parameter,,,
330,"@@ -23,6 +23,6 @@ class Api::V1::ExercisesController < ApiController
   end
 
   def exercise_parameters
-    params.require(:exercise).permit(:edit_url, :summary, :title, :url)
+    params.require(:exercise).permit(:edit_url, :summary, :name, :url)
   end
 end",Why do we need this change?,,,
8779,"@@ -626,6 +626,8 @@ class OptionsManagerMixIn(object):
             config_file = self.config_file
         if config_file is not None:
             config_file = os.path.expanduser(config_file)
+            if not os.path.exists(config_file):
+                raise IOError(""The config file {:s} doesn't exist!"".format(config_file))
 
         use_config_file = config_file and os.path.exists(config_file)
         if use_config_file:",I think we should have a `PCollection` method to be able to use the same value for the same time.,,,
6554,"@@ -62,6 +62,12 @@ static void setup_globals(mrb_state *mrb)
 
     h2o_mruby_eval_expr(mrb, ""$LOAD_PATH << \""#{$H2O_ROOT}/share/h2o/mruby\"""");
     h2o_mruby_assert(mrb);
+
+    /* require and include built-in libraries */
+    h2o_mruby_eval_expr(mrb, ""require \""h2o.rb\""\n""
+                             ""require \""acl.rb\""\n""
+                             ""include H2O::ACL\n"");
+    h2o_mruby_assert(mrb);
 }
 
 mrb_value h2o_mruby_to_str(mrb_state *mrb, mrb_value v)","This method seems to be a bit misleading. It's not actually changing the auto-flattr settings, but rather it's just checking if the user has seen the onboarding for a specific location. It's not clear what the purpose of this method is. It might be better to rename it to something like ""hasSeenOnboardingForLocation"" or ""hasSeenOnboardingForLocation"".",,,
377,"@@ -138,7 +138,10 @@ class PluginBase extends ServiceProviderBase
      */
     public function registerSettings()
     {
-        return [];
+		$configuration = $this->getConfigurationFromYaml();
+		if (array_key_exists('settings', $configuration)) {
+			return $configuration['settings'];
+		}
     }
 
     /**","This may create a problem because any other Docker error will also result in this `SerializationError` being raised. It may be preferable to build the container, and then after that, execute the health check file from the container's command line to validate it (could even pass the whole script to the CLI and not copy it in). I don't know what the Python API is to run a container with a specific command, but I'm imagining if I built this container locally, I'd just load a shell on the container and run the healthcheck myself.",,,
3859,"@@ -44,8 +44,11 @@ namespace OpenTelemetry.Metrics
 
             var options = new InMemoryExporterOptions();
             configure?.Invoke(options);
-            var exporter = new InMemoryMetricExporter(exportedItems, options);
-            return builder.AddMetricReader(new PeriodicExportingMetricReader(exporter, options.MetricExportIntervalMilliseconds));
+
+            // var exporter = new InMemoryMetricExporter(exportedItems, options);
+            // return builder.AddMetricReader(new PeriodicExportingMetricReader(exporter, options.MetricExportIntervalMilliseconds));
+
+            return builder;
         }
     }
 }","Since you're sharing this now, would it make sense to move this to some sort of common util class? It seems to be the only thing that uses `ACQUIRE_AND_RELEASE_ONLY`, so that could move too.",,,
9739,"@@ -60,3 +60,11 @@ func isABuildFile(name string, config *core.Configuration) bool {
 	}
 	return false
 }
+
+// Max is an incredibly complicated function, which is presumably why it didn't make it into the Go stdlib
+func Max(x, y int) int {
+	if x < y {
+		return y
+	}
+	return x
+}","Are you sure we don't need a check to decide which one to use? Maybe if one is not set, use the other? I can't remember why I chose concrete name back then.",,,
4238,"@@ -43,6 +43,7 @@
 #endif
 
 /* List of instrumentation functions. */
+#ifdef X86
 #define FUNCTIONS() \
         FUNCTION(empty) \
         FUNCTION(empty_1arg) \","Ditto, here and below",,,
9410,"@@ -25,8 +25,8 @@ func NewConfig(options *compileopts.Options) (*compileopts.Config, error) {
 	if err != nil {
 		return nil, fmt.Errorf(""could not read version from GOROOT (%v): %v"", goroot, err)
 	}
-	if major != 1 || minor < 11 || minor > 14 {
-		return nil, fmt.Errorf(""requires go version 1.11, 1.12, 1.13, or 1.14, got go%d.%d"", major, minor)
+	if major != 1 || minor < 11 || minor > 15 {
+		return nil, fmt.Errorf(""requires go version 1.11, 1.12, 1.13, 1.14, or 1.15, got go%d.%d"", major, minor)
 	}
 	clangHeaderPath := getClangHeaderPath(goenv.Get(""TINYGOROOT""))
 	return &compileopts.Config{","This is a good idea to log the message body when the log level is set to TRACE. It will help in debugging the issue.

The log level should be set to TRACE only when necessary, as it can have a significant impact on performance.",,,
7570,"@@ -35,8 +35,13 @@ namespace OpenTelemetry.Instrumentation.AspNet
         });
 
         /// <summary>
-        /// Gets or sets a hook to exclude calls based on domain or other per-request criterion.
+        /// Gets or sets a Filter function to filter instrumentation for requests on a per request basis.
+        /// The functions gets the HttpContext, and should return a boolean.
+        /// If functions returns true, the request is collected.
+        /// If functions returns false, the request is filtered out.
+        /// If filter throws exception, then this is considered as no filter being configured.
+        /// and requested is collected.
         /// </summary>
-        internal Predicate<HttpContext> RequestFilter { get; set; }
+        public Func<HttpContext, bool> Filter { get; set; }
     }
 }",I think we should be able to use `__init__` instead of `test_products_to_tests.py`,,,
6454,"@@ -40,6 +40,14 @@ func Test_Start(t *testing.T) {
 	assert.Equal(t, ""bytecount 1"", mockConnection.LastLine)
 }
 
+func Test_Stop(t *testing.T) {
+	statsRecorder := fakeStatsRecorder{}
+	middleware := NewMiddleware(statsRecorder.record, 1*time.Second)
+	mockConnection := &management.MockConnection{}
+	middleware.Stop(mockConnection)
+	assert.Equal(t, ""bytecount 0"", mockConnection.LastLine)
+}
+
 func Test_ConsumeLine(t *testing.T) {
 	var tests = []struct {
 		line                  string",This is a new state variable that is not used anywhere in the code. It might be a typo or a placeholder for a future feature.,,,
7789,"@@ -45,6 +45,10 @@ module Travis
   module Build
     class Script
       TEMPLATES_PATH = File.expand_path('../templates', __FILE__)
+      INTERNAL_RUBY_REGEX = ENV.fetch(
+        'TRAVIS_INTERNAL_RUBY_REGEX',
+        'ruby-(2\.[0-2]\.[0-9]|1\.9\.3)'
+      ).untaint
       DEFAULTS = {}
 
       class << self",I think this is a good idea to have a `@Json` parameter.,,,
2719,"@@ -56,6 +56,13 @@ class ReIndexTask extends AbstractTask
      */
     protected $indexingConfigurationsToReIndex = array();
 
+    /**
+     * Clear Index for selected sites and record types
+     *
+     * @var boolean
+     */
+    protected $clearSearchIndex;
+
 
     /**
      * Purges/commits all Solr indexes, initializes the Index Queue",Shouldn't this be `kinto.views.flush`?,,,
2339,"@@ -123,6 +123,9 @@ axe.utils.getFlattenedTree = function (node, shadowId) {
 axe.utils.getNodeFromTree = function (vNode, node) {
 	var found;
 
+	if (vNode.actualNode === node) {
+		return vNode;
+	}
 	vNode.children.forEach((candidate) => {
 		var retVal;
 ","this value was never used, it will be either `FRIEND_IGNORE_SELF`, `FRIEND_IGNORE_ALREADY` or `FRIEND_IGNORE_FULL` (see below)",,,
2725,"@@ -18,8 +18,8 @@ using System;
 using System.Diagnostics;
 using System.Security;
 using OpenTelemetry.Exporter.OpenTelemetryProtocol.Implementation;
-using OpenTelemetry.Trace;
 using OpenTelemetry.Metrics;
+using OpenTelemetry.Trace;
 
 namespace OpenTelemetry.Exporter
 {",Why is this being removed?,,,
6788,"@@ -209,12 +209,5 @@ module Bolt
         Bolt::Logger.warn(""missing_project_name"", message)
       end
     end
-
-    def check_deprecated_file
-      if (@path + 'project.yaml').file?
-        msg = ""Project configuration file 'project.yaml' is deprecated; use 'bolt-project.yaml' instead.""
-        Bolt::Logger.warn(""project_yaml"", msg)
-      end
-    end
   end
 end",I think we should use `__init__` instead of `if (this.get('data')`,,,
656,"@@ -104,9 +104,9 @@ module PurchasesHelper
 
   def new_plan_link(plan)
     link_to(
-       I18n.t('subscriptions.choose_plan_html', plan_name: plan.name).html_safe,
-       new_individual_plan_purchase_path(plan),
-       class: 'button'
+      I18n.t('subscriptions.choose_plan_html', plan_name: plan.name).html_safe,
+      new_individual_plan_purchase_path(plan),
+      class: 'button'
     )
   end
 end",Why this change?,,,
6454,"@@ -40,6 +40,14 @@ func Test_Start(t *testing.T) {
 	assert.Equal(t, ""bytecount 1"", mockConnection.LastLine)
 }
 
+func Test_Stop(t *testing.T) {
+	statsRecorder := fakeStatsRecorder{}
+	middleware := NewMiddleware(statsRecorder.record, 1*time.Second)
+	mockConnection := &management.MockConnection{}
+	middleware.Stop(mockConnection)
+	assert.Equal(t, ""bytecount 0"", mockConnection.LastLine)
+}
+
 func Test_ConsumeLine(t *testing.T) {
 	var tests = []struct {
 		line                  string",Should be able to remove this second param now.,,,
5569,"@@ -352,6 +352,9 @@ def qt_message_handler(msg_type, context, msg):
         # may not be available on the system
         ""QSslSocket: cannot resolve SSLv3_client_method"",
         ""QSslSocket: cannot resolve SSLv3_server_method"",
+        # When enabling debugging with QtWebEngine
+        ""Remote debugging server started successfully. Try pointing a ""
+            ""Chromium-based browser to "",
     ]
     if sys.platform == 'darwin':
         suppressed_msgs += [",Might want to sleep before logging the retry so anyone tailing the log wont think it's retrying when it actually sleeping. I'll have to rely on you judgement as to whether the random sleep time makes sense.,,,
7858,"@@ -235,11 +235,16 @@ echo ""echo '{export_forseti_vars}' >> /etc/profile.d/forseti_environment.sh"" | s
 gsutil cp gs://{scanner_bucket}/configs/forseti_conf_server.yaml {forseti_server_conf}
 gsutil cp -r gs://{scanner_bucket}/rules {forseti_home}/
 
+# Download the Newest Config Validator constraints from GCS
+rm -rf /home/ubuntu/config_validator_constraints
+gsutil cp -r gs://{scanner_bucket}/config_validator_constraints /home/ubuntu/
+
 # Start Forseti service depends on vars defined above.
 bash ./install/gcp/scripts/initialize_forseti_services.sh
 
 echo ""Starting services.""
 systemctl start cloudsqlproxy
+systemctl start config-validator
 sleep 5
 
 echo ""Attempting to update database schema, if necessary.""",Can you disable useEvalMap with debugEvalScriptContext,,,
5282,"@@ -284,7 +284,6 @@ function getDefaultService() {
 Options.prototype.CAPABILITY_KEY = 'goog:chromeOptions'
 Options.prototype.BROWSER_NAME_VALUE = Browser.CHROME
 Driver.getDefaultService = getDefaultService
-Driver.prototype.VENDOR_COMMAND_PREFIX = 'goog'
 
 // PUBLIC API
 exports.Driver = Driver","The function name is misleading. It's not creating a service account, it's creating a K8s ServiceAccount object. The name of the service account should be the same as the one used in the GCP project.",,,
6591,"@@ -22,10 +22,19 @@ class Pool
      */
     protected $providers = array();
 
+    /**
+     * @var array
+     */
     protected $contexts = array();
 
+    /**
+     * @var DownloadStrategyInterface[]
+     */
     protected $downloadSecurities = array();
 
+    /**
+     * @var string
+     */
     protected $defaultContext;
 
     /**","This code is checking if the ClusterInstallRef is specified, and if it is, it skips the creation of ClusterProvision. This is a good approach, but it's not clear why the Agent install strategy check is commented out. If the Agent install strategy is in play, the code should still stop processing and return.",,,
6155,"@@ -92,7 +92,7 @@ namespace System.Diagnostics.Metrics
             T delta,
             params KeyValuePair<string, object?>[] tags)
         {
-            this.RecordMeasurement(delta, tags);
+            this.RecordMeasurement(delta, new ReadOnlySpan<KeyValuePair<string, object?>>(tags));
         }
     }
 }","Why is this safe? If the inputs here are coming from developer-written config files, couldn't those contain culture-specific things, like negative signs? And NumberStyles.None means that whitespace will no longer be ignored at the start/end... has that somewhere already been handled?",,,
295,"@@ -142,15 +142,12 @@ axe.utils.getNodeFromTree = function(vNode, node) {
 		return vNode;
 	}
 	vNode.children.forEach(candidate => {
-		var retVal;
-
-		if (candidate.actualNode === node) {
+		if (found) {
+			return;
+		} else if (candidate.actualNode === node) {
 			found = candidate;
 		} else {
-			retVal = axe.utils.getNodeFromTree(candidate, node);
-			if (retVal) {
-				found = retVal;
-			}
+			found = axe.utils.getNodeFromTree(candidate, node);
 		}
 	});
 	return found;",nit: can remove this `else` since we return from the condition above.,,,
3769,"@@ -73,6 +73,7 @@ var MainnetDefinition = NetworkDefinition{
 		ChainID:            1,
 		MystAddress:        ""0x4Cf89ca06ad997bC732Dc876ed2A7F26a9E7f361"",
 		EtherClientRPC: []string{
+			""https://ethereum1.mysterium.network/"",
 			""https://main-light.eth.linkpool.io/"",
 		},
 	},",You can swap these to named OIDs here as well.,,,
3725,"@@ -39,7 +39,7 @@ using namespace eprosima::fastrtps::types;
 HelloWorldPublisher::HelloWorldPublisher()
     : mp_participant(nullptr)
     , mp_publisher(nullptr)
-    , m_DynType(nullptr)
+    , m_DynType(DynamicType_ptr(nullptr))
 {
 }
 ",I think we should remove this line,,,
305,"@@ -94,7 +94,7 @@ public abstract class Analyzer implements Closeable {
    * Create a new Analyzer, reusing the same set of components per-thread
    * across calls to {@link #tokenStream(String, Reader)}. 
    */
-  public Analyzer() {
+  protected Analyzer() {
     this(GLOBAL_REUSE_STRATEGY);
   }
 ",Can you not change those scopes in public API classes? This applies here and in other places -- protected changed to package-scope for source is not really an API-compatible change.,,,
7091,"@@ -139,6 +139,8 @@ static const char* generate_multi_dot_name(ast_t* ast, ast_t** def_found) {
 
     default:
     {
+      if (def == NULL)
+        return stringtab("""");
       pony_assert(0);
     }
   }",This is a good idea to initialize the timestamp as soon as possible. It will prevent any potential issues with the timestamp not being set when it's needed.,,,
9739,"@@ -60,3 +60,11 @@ func isABuildFile(name string, config *core.Configuration) bool {
 	}
 	return false
 }
+
+// Max is an incredibly complicated function, which is presumably why it didn't make it into the Go stdlib
+func Max(x, y int) int {
+	if x < y {
+		return y
+	}
+	return x
+}",Why is this needed?,,,
8882,"@@ -19,7 +19,6 @@ namespace Nethermind.Mev.Test
 {
     public enum SelectorType
     {
-        V1,
         V2,
     }
 }",I think we should remove this.,,,
9739,"@@ -60,3 +60,11 @@ func isABuildFile(name string, config *core.Configuration) bool {
 	}
 	return false
 }
+
+// Max is an incredibly complicated function, which is presumably why it didn't make it into the Go stdlib
+func Max(x, y int) int {
+	if x < y {
+		return y
+	}
+	return x
+}",There's one for floats but not for ints. The float implementation is non-trivial though which I guess is the argument there.,,,
2725,"@@ -18,8 +18,8 @@ using System;
 using System.Diagnostics;
 using System.Security;
 using OpenTelemetry.Exporter.OpenTelemetryProtocol.Implementation;
-using OpenTelemetry.Trace;
 using OpenTelemetry.Metrics;
+using OpenTelemetry.Trace;
 
 namespace OpenTelemetry.Exporter
 {","unrelated, but required fix as metrics branch got broken with the latest main->metrics merge and conflict resolution.",,,
8327,"@@ -100,6 +100,13 @@ class CppGenerator : public BaseGenerator {
 
     assert(!cur_name_space_);
 
+    code_ += ""#if defined(_MSC_VER)"";
+    code_ += ""#define NOEXCEPT"";
+    code_ += ""#else"";
+    code_ += ""#define NOEXCEPT noexcept"";
+    code_ += ""#endif"";
+    code_ += """";
+
     // Generate forward declarations for all structs/tables, since they may
     // have circular references.
     for (auto it = parser_.structs_.vec.begin();",I think we should be able to remove this.,,,
1942,"@@ -312,6 +312,7 @@ class DeleteFileIndex {
   static class Builder {
     private final FileIO io;
     private final Set<ManifestFile> deleteManifests;
+    private long minSequenceNumber = 0L;
     private Map<Integer, PartitionSpec> specsById = null;
     private Expression dataFilter = Expressions.alwaysTrue();
     private Expression partitionFilter = Expressions.alwaysTrue();","This function is not used anywhere in the code. It seems like it could be removed.

The function `chooseFile` is not used anywhere in the code. It seems like it could be removed.
The function `_handle_multiple_files` is not used anywhere in the code. It seems like it could be removed.
The function `_handle_",,,
2142,"@@ -1749,6 +1749,14 @@ translate_from_synchall_to_dispatch(thread_record_t *tr, thread_synch_state_t sy
                 arch_mcontext_reset_stolen_reg(dcontext, mc);
             }
         });
+        IF_AARCHXX({
+            // XXX i#4495: Consider saving stolen reg's application value.
+            set_stolen_reg_val(mc, (reg_t)os_get_dr_tls_base(dcontext));
+            // XXX: This path is tested by linux.thread-reset and linux.clone-reset.
+            // We just haven't run those on ARM yet.
+            IF_ARM(ASSERT_NOT_TESTED());
+        });
+
         /* We send all threads, regardless of whether was in DR or not, to
          * re-interp from translated cxt, to avoid having to handle stale
          * local state problems if we simply resumed.",I think we should be able to use `@: true` here.,,,
3058,"@@ -39,6 +39,7 @@ public class ScriptDTO {
     private final Boolean free;
     private final Boolean requiresPatch;
     private final String script;
+    private final URI icon;
 
     private ScriptDTO(Builder builder) {
         this.scriptName = builder.scriptName;",Can we give this field a more descriptive name? When I use a variable named `icon` I normally expect an `Image` object.,,,
2201,"@@ -37,7 +37,7 @@ module RSpec
           profile.slowest_examples.each do |example|
             @output.puts ""  #{example.full_description}""
             @output.puts ""    #{bold(Helpers.format_seconds(example.execution_result.run_time))} "" \
-                         ""#{bold(""seconds"")} #{format_caller(example.location)}""
+                         ""#{bold('seconds')} #{format_caller(example.location)}""
           end
         end
 ","You can remove this now given we have an explicit check earlier in layoutCallback

@ Code Change
@@ -106,7 +106,7 @@ function nativeSelectValue(node) {
   }
 
   const options = querySelectorAll(vNode, 'option');
-  const selectedOptions = options.filter(option => option.hasAttr('selected'));
+  const selectedOptions = options.filter(option => option.actualNode.selected);
   // browser automatically selects the first option
   if (!selectedOptions.length) {
@@ Review
@@ -106,7 +106,7 @",,,
3058,"@@ -39,6 +39,7 @@ public class ScriptDTO {
     private final Boolean free;
     private final Boolean requiresPatch;
     private final String script;
+    private final URI icon;
 
     private ScriptDTO(Builder builder) {
         this.scriptName = builder.scriptName;",no need to update any docstring? eg defaults?,,,
8882,"@@ -19,7 +19,6 @@ namespace Nethermind.Mev.Test
 {
     public enum SelectorType
     {
-        V1,
         V2,
     }
 }",The single quotes around the string should be double quotes.,,,
8467,"@@ -127,12 +127,13 @@ std::string MetaServiceUtils::schemaEdgesPrefix(GraphSpaceID spaceId) {
 std::string MetaServiceUtils::schemaEdgeKey(GraphSpaceID spaceId,
                                             EdgeType edgeType,
                                             int64_t version) {
+    int64_t storageVer = std::numeric_limits<int64_t>::max() - version;
     std::string key;
     key.reserve(128);
     key.append(kEdgesTable.data(), kEdgesTable.size());
     key.append(reinterpret_cast<const char*>(&spaceId), sizeof(spaceId));
     key.append(reinterpret_cast<const char*>(&edgeType), sizeof(edgeType));
-    key.append(reinterpret_cast<const char*>(&version), sizeof(version));
+    key.append(reinterpret_cast<const char*>(&storageVer), sizeof(storageVer));
     return key;
 }
 ","I would call the parameter to this function either ""empty"" or ""no_trades"" (irrelevant of the cli argument naming) - assuming that this function is used by other means too (interactive analysis, for example) that naming will give the parameter a clearer meaning.",,,
6788,"@@ -209,12 +209,5 @@ module Bolt
         Bolt::Logger.warn(""missing_project_name"", message)
       end
     end
-
-    def check_deprecated_file
-      if (@path + 'project.yaml').file?
-        msg = ""Project configuration file 'project.yaml' is deprecated; use 'bolt-project.yaml' instead.""
-        Bolt::Logger.warn(""project_yaml"", msg)
-      end
-    end
   end
 end",`tab.tab_id != self._tab_id`?,,,
7858,"@@ -235,11 +235,16 @@ echo ""echo '{export_forseti_vars}' >> /etc/profile.d/forseti_environment.sh"" | s
 gsutil cp gs://{scanner_bucket}/configs/forseti_conf_server.yaml {forseti_server_conf}
 gsutil cp -r gs://{scanner_bucket}/rules {forseti_home}/
 
+# Download the Newest Config Validator constraints from GCS
+rm -rf /home/ubuntu/config_validator_constraints
+gsutil cp -r gs://{scanner_bucket}/config_validator_constraints /home/ubuntu/
+
 # Start Forseti service depends on vars defined above.
 bash ./install/gcp/scripts/initialize_forseti_services.sh
 
 echo ""Starting services.""
 systemctl start cloudsqlproxy
+systemctl start config-validator
 sleep 5
 
 echo ""Attempting to update database schema, if necessary.""",I think this is a bit more specific.,,,
5967,"@@ -204,5 +204,4 @@ function server (inputCompanionOptions = {}) {
   return { app, companionOptions }
 }
 
-const { app, companionOptions } = server()
-module.exports = { app, companionOptions, server }
+module.exports = { server }",The blockchain should not be nil. It should be initialized with the correct parameters.,,,
7610,"@@ -59,6 +59,8 @@ function Address(data, network, type) {
     info = Address._transformPublicKey(data);
   } else if (data.constructor && (data.constructor.name && data.constructor.name === 'Script')) {
     info = Address._transformScript(data);
+  } else if (data instanceof Address) {
+    return data;
   } else if (typeof(data) === 'string') {
     info = Address._transformString(data, network, type);
   } else {",Why do we need this constructor?,,,
8825,"@@ -39,6 +39,16 @@ describe CommunicartMailer do
       mail.from.should == ['reply@communicart-stub.com']
     end
 
+   it 'renders the navigator template' do
+      cart.setProp('origin','navigator')
+      cart.stub(:approval_group).and_return(approval_group)
+      approval_group.stub(:approvers).and_return([approver])
+      approver.stub(:approver_comment).and_return([])
+# This is very fragile, it is based on a particular term coming from the navigator teplate.
+# If the template changes, this test will break --- I know of no other way of tesitng this.
+      expect(mail.body.encoded).to match('NAVIGATOR')
+    end
+
     context 'attaching a csv of the cart activity' do
       it 'generates csv attachments for an approved cart' do
         cart.stub(:approval_group).and_return(approval_group)",I would handle this things outside of the specific link providers. So the `PageLinkProvider` does only get the `uuids` without the `#` and adding the `#hash` at the end is in the more general service it will in future work for all LinkProviders without the LinkProvider need to take care of the `#` anchors.,,,
6222,"@@ -200,11 +200,11 @@ class Field implements Translatable
     }
 
     /**
-     * @return string|Markup
+     * @return string|array|Markup
      */
     public function getTwigValue()
     {
-        $value = $this->__toString();
+        $value = $this->getFlattenedValue();
 
         if ($this->getDefinition()->get('allow_html')) {
             $value = new Markup($value, 'UTF-8');",I suggest the new methods should be functions if it will operate database.,,,
8736,"@@ -43,7 +43,12 @@ module Selenium
       def text
         @bridge.getAlertText
       end
+      
+      def authenticate(username, password)
+        @bridge.setAuthentication username: username, password: password
+        accept
+      end
 
     end # Alert
   end # WebDriver
-end # Selenium
+end # Selenium",Files should have an extra line at the end of them.,,,
1092,"@@ -47,9 +47,10 @@ class DateRange implements FilterEncoder, FacetBuilder
      * Parses the given date range from a GET parameter and returns a Solr
      * date range filter.
      *
-     * @param string $rangeFilter The range filter query string from the query URL
+     * @param string $dateRange
      * @param array $configuration Facet configuration
      * @return string Lucene query language filter to be used for querying Solr
+     * @internal param string $rangeFilter The range filter query string from the query URL
      */
     public function decodeFilter($dateRange, array $configuration = array())
     {",// NewSingleOutbound returns a new Outbound for the given adrress.,,,
9348,"@@ -17,6 +17,7 @@ package main
 import (
 	. ""github.com/onsi/ginkgo""
 	. ""github.com/onsi/gomega""
+
 	""github.com/projectcalico/felix/k8sfv/leastsquares""
 )
 ",Why is this needed?,,,
7165,"@@ -929,3 +929,17 @@ void wlr_surface_send_leave(struct wlr_surface *surface,
 		}
 	}
 }
+
+static inline int64_t timespec_to_msec(const struct timespec *a) {
+	return (int64_t)a->tv_sec * 1000 + a->tv_nsec / 1000000;
+}
+
+void wlr_surface_send_frame_done(struct wlr_surface *surface,
+		const struct timespec *when) {
+	struct wlr_frame_callback *cb, *cnext;
+	wl_list_for_each_safe(cb, cnext, &surface->current->frame_callback_list,
+			link) {
+		wl_callback_send_done(cb->resource, timespec_to_msec(when));
+		wl_resource_destroy(cb->resource);
+	}
+}",We have this functions in a couple of places. It should probably live in util or something.,,,
8779,"@@ -626,6 +626,8 @@ class OptionsManagerMixIn(object):
             config_file = self.config_file
         if config_file is not None:
             config_file = os.path.expanduser(config_file)
+            if not os.path.exists(config_file):
+                raise IOError(""The config file {:s} doesn't exist!"".format(config_file))
 
         use_config_file = config_file and os.path.exists(config_file)
         if use_config_file:",nit: `pendingNumDocs` -> `numberOfPendingDocs`,,,
5967,"@@ -204,5 +204,4 @@ function server (inputCompanionOptions = {}) {
   return { app, companionOptions }
 }
 
-const { app, companionOptions } = server()
-module.exports = { app, companionOptions, server }
+module.exports = { server }","@deads2k @tnozicka isn't this ""just enough"" fix to stop the flakiness of scaler and leave us with rest in 1.10 world?",,,
7917,"@@ -26,7 +26,7 @@
 
 #ifdef HAVE_CONFIG_H
 #include <config.h>
-#endif // HAVE_CONFIG_H
+#endif // HAVE_CONFIG_Hrm
 
 #include <glob.h>
 #include <stdio.h>","Remove the ""rm"" from the end of ""HAVE_CONFIG_H""",,,
4674,"@@ -4199,7 +4199,15 @@ void EntityList::QuestJournalledSayClose(Mob *sender, float dist, const char *mo
 	buf.WriteInt32(0); // location, client doesn't seem to do anything with this
 	buf.WriteInt32(0);
 	buf.WriteInt32(0);
-	buf.WriteString(message);
+
+	// auto inject saylinks (say)
+	if (RuleB(Chat, AutoInjectSaylinksToSay)) {
+		std::string new_message = EQ::SayLinkEngine::InjectSaylinksIfNotExist(message);
+		buf.WriteString(new_message.c_str());
+	}
+	else {
+		buf.WriteString(message);
+	}
 
 	auto outapp = new EQApplicationPacket(OP_SpecialMesg, buf);
 ",I think this should be `[string]`,,,
2636,"@@ -1378,13 +1378,12 @@ class PAIA extends DAIA
             $lastname = $nameArr[0];
         } else {
             $nameArr = explode(' ', $username);
-            $firstname = $nameArr[0];
-            $lastname = '';
-            array_shift($nameArr);
+            $firstname = '';
+            $lastname = array_pop($nameArr);
             foreach ($nameArr as $value) {
-                $lastname .= ' ' . $value;
+                $firstname .= ' ' . $value;
             }
-            $lastname = trim($lastname);
+            $firstname = trim($firstname);
         }
 
         // TODO: implement parsing of user details according to types set",Why did you change this?,,,
1440,"@@ -12,6 +12,7 @@ import java.nio.charset.Charset;
 import java.security.MessageDigest;
 
 public class FastBlurTransformation extends BitmapTransformation {
+    private static final String ID=""de.danoeh.antennapod.core.glide.FastBlurTransformation"";
 
     private static final String TAG = FastBlurTransformation.class.getSimpleName();
 ",This is not a breaking change.,,,
1440,"@@ -12,6 +12,7 @@ import java.nio.charset.Charset;
 import java.security.MessageDigest;
 
 public class FastBlurTransformation extends BitmapTransformation {
+    private static final String ID=""de.danoeh.antennapod.core.glide.FastBlurTransformation"";
 
     private static final String TAG = FastBlurTransformation.class.getSimpleName();
 ","Does this address the ""dependencies from the resource options to a remote component were not being respected"" issue you called out in Slack? Should we add more coverage that checks that dependencies and property dependencies from a program are showing up in `Construct` as expected?",,,
5569,"@@ -352,6 +352,9 @@ def qt_message_handler(msg_type, context, msg):
         # may not be available on the system
         ""QSslSocket: cannot resolve SSLv3_client_method"",
         ""QSslSocket: cannot resolve SSLv3_server_method"",
+        # When enabling debugging with QtWebEngine
+        ""Remote debugging server started successfully. Try pointing a ""
+            ""Chromium-based browser to "",
     ]
     if sys.platform == 'darwin':
         suppressed_msgs += [","You somehow got a change from `master` into your branch again, in e6d2167085688264e5ee6a81cfd2a7a8f10ded13. While it's not something terribly bad (as it will be fine after merging), it's kind of confusing, and I have no idea how it happens :laughing: Are you trying to update changes from `master` while working on your branch somehow? How do you do that?",,,
2039,"@@ -5425,7 +5425,7 @@ SyncOpBeginRenderPass::SyncOpBeginRenderPass(CMD_TYPE cmd, const SyncValidator &
             // TODO: Revisit this when all attachment validation is through SyncOps to see if we can discard the plain pointer copy
             // Note that this a safe to presist as long as shared_attachments is not cleared
             attachments_.reserve(shared_attachments_.size());
-            for (const auto attachment : shared_attachments_) {
+            for (const auto &attachment : shared_attachments_) {
                 attachments_.emplace_back(attachment.get());
             }
         }","This is a bit confusing. It seems like you're looking for any element, not all of them.",,,
